bstart,bend,receptor,protein,site,library,experiment,pdb
762565,762565,x3I8WAprASw0c0.pdbqt,PR,AS,N2,140,3I8W
762566,762566,x3I8WAprnotAS1.pdbqt,PR,AS1,N2,140,3I8W
762567,762567,x3I8WAprnotAS2.pdbqt,PR,AS2,N2,140,3I8W
762568,762568,x3I8WBprASw0c0.pdbqt,PR,AS,N2,140,3I8W
762569,762569,x3I8WBprnotAS1.pdbqt,PR,AS1,N2,140,3I8W
762570,762570,x3I8WBprnotAS2.pdbqt,PR,AS2,N2,140,3I8W
762571,762571,x3I8W_monomer_1f1.pdbqt,PR,1f1,N2,140,3I8W
762572,762572,x3I8W_monomer_disulfide.pdbqt,PR,disulfide,N2,140,3I8W
762573,762573,x3I8W_monomer_ear.pdbqt,PR,ear,N2,140,3I8W
762574,762574,x3I8W_monomer_exo.pdbqt,PR,exo,N2,140,3I8W
762575,762575,x3jytNoMgRTaj.pdbqt,RT,NNRTIadj,N2,140,3jyt
762576,762576,x3jytNoMgRTal.pdbqt,RT,ALL4,N2,140,3jyt
762577,762577,x3jytNoMgRTkn.pdbqt,RT,KNUC,N2,140,3jyt
762578,762578,x3jytNoMgRTnb.pdbqt,RT,INUB,N2,140,3jyt
762579,762579,x3jytNoMgRTnn.pdbqt,RT,NNRTI,N2,140,3jyt
762580,762580,x3jytRTaj.pdbqt,RT,NNRTIadj,N2,140,3jyt
762581,762581,x3jytRTal.pdbqt,RT,ALL4,N2,140,3jyt
762582,762582,x3jytRTkn.pdbqt,RT,KNUC,N2,140,3jyt
762583,762583,x3jytRTnb.pdbqt,RT,INUB,N2,140,3jyt
762584,762584,x3jytRTnn.pdbqt,RT,NNRTI,N2,140,3jyt
762585,762585,x3KF0_1f1_A.pdbqt,PR,1f1,N2,140,3KF0
762586,762586,x3KF0_1f1_B.pdbqt,PR,1f1,N2,140,3KF0
762587,762587,x3kf0A.pdbqt,PR,exo,N2,140,3KF0
762588,762588,x3kf0B.pdbqt,PR,exo,N2,140,3KF0
762589,762589,x3KF0_disulfide_A.pdbqt,PR,disulfide,N2,140,3KF0
762590,762590,x3KF0_disulfide_B.pdbqt,PR,disulfide,N2,140,3KF0
762591,762591,x3KF0_ear_A.pdbqt,PR,ear,N2,140,3KF0
762592,762592,x3KF0_ear_B.pdbqt,PR,ear,N2,140,3KF0
762593,762593,x3KF0_exo_A.pdbqt,PR,exo,N2,140,3KF0
762594,762594,x3KF0_exo_B.pdbqt,PR,exo,N2,140,3KF0
762595,762595,x3KF0_prASw0c0.pdbqt,PR,AS,N2,140,3KF0
762596,762596,x3KF0_prASw1c0.pdbqt,PR,AS,N2,140,3KF0
762597,762597,x3KF0_prnotAS1.pdbqt,PR,AS1,N2,140,3KF0
762598,762598,x3KF0_prnotAS2.pdbqt,PR,AS2,N2,140,3KF0
762599,762599,x3KFN_1f1_A.pdbqt,PR,1f1,N2,140,3KFN
762600,762600,x3KFN_1f1_B.pdbqt,PR,1f1,N2,140,3KFN
762601,762601,x3KFN_disulfide_A.pdbqt,PR,disulfide,N2,140,3KFN
762602,762602,x3KFN_disulfide_B.pdbqt,PR,disulfide,N2,140,3KFN
762603,762603,x3KFN_ear_A.pdbqt,PR,ear,N2,140,3KFN
762604,762604,x3KFN_ear_B.pdbqt,PR,ear,N2,140,3KFN
762605,762605,x3KFN_exo_A.pdbqt,PR,exo,N2,140,3KFN
762606,762606,x3KFN_exo_B.pdbqt,PR,exo,N2,140,3KFN
762607,762607,x3KFN_prASw0c0.pdbqt,PR,AS,N2,140,3KFN
762608,762608,x3KFN_prASw1c0.pdbqt,PR,AS,N2,140,3KFN
762609,762609,x3KFN_prnotAS1.pdbqt,PR,AS1,N2,140,3KFN
762610,762610,x3KFN_prnotAS2.pdbqt,PR,AS2,N2,140,3KFN
762611,762611,x3KFP_monomer_1f1.pdbqt,PR,1f1,N2,140,3KFP
762612,762612,x3KFP_monomer_disulfide.pdbqt,PR,disulfide,N2,140,3KFP
762613,762613,x3KFP_monomer_ear.pdbqt,PR,ear,N2,140,3KFP
762614,762614,x3KFP_monomer_exo.pdbqt,PR,exo,N2,140,3KFP
762615,762615,x3KFP_prASw0c0.pdbqt,PR,AS,N2,140,3KFP
762616,762616,x3KFP_prASw1c0.pdbqt,PR,AS,N2,140,3KFP
762617,762617,x3KFP_prnotAS1.pdbqt,PR,AS1,N2,140,3KFP
762618,762618,x3KFP_prnotAS2.pdbqt,PR,AS2,N2,140,3KFP
762619,762619,x3KFR_1f1_A.pdbqt,PR,1f1,N2,140,3KFR
762620,762620,x3KFR_1f1_B.pdbqt,PR,1f1,N2,140,3KFR
762621,762621,x3KFR_disulfide_A.pdbqt,PR,disulfide,N2,140,3KFR
762622,762622,x3KFR_disulfide_B.pdbqt,PR,disulfide,N2,140,3KFR
762623,762623,x3KFR_ear_A.pdbqt,PR,ear,N2,140,3KFR
762624,762624,x3KFR_ear_B.pdbqt,PR,ear,N2,140,3KFR
762625,762625,x3KFR_exo_A.pdbqt,PR,exo,N2,140,3KFR
762626,762626,x3KFR_exo_B.pdbqt,PR,exo,N2,140,3KFR
762627,762627,x3KFR_prASw0c0.pdbqt,PR,AS,N2,140,3KFR
762628,762628,x3KFR_prASw1c0.pdbqt,PR,AS,N2,140,3KFR
762629,762629,x3KFR_prnotAS1.pdbqt,PR,AS1,N2,140,3KFR
762630,762630,x3KFR_prnotAS2.pdbqt,PR,AS2,N2,140,3KFR
762631,762631,x3KFS_1f1_A.pdbqt,PR,1f1,N2,140,3KFS
762632,762632,x3KFS_1f1_B.pdbqt,PR,1f1,N2,140,3KFS
762633,762633,x3KFS_disulfide_A.pdbqt,PR,disulfide,N2,140,3KFS
762634,762634,x3KFS_disulfide_B.pdbqt,PR,disulfide,N2,140,3KFS
762635,762635,x3KFS_ear_A.pdbqt,PR,ear,N2,140,3KFS
762636,762636,x3KFS_ear_B.pdbqt,PR,ear,N2,140,3KFS
762637,762637,x3KFS_exo_A.pdbqt,PR,exo,N2,140,3KFS
762638,762638,x3KFS_exo_B.pdbqt,PR,exo,N2,140,3KFS
762639,762639,x3KFS_prASw0c0.pdbqt,PR,AS,N2,140,3KFS
762640,762640,x3KFS_prASw1c0.pdbqt,PR,AS,N2,140,3KFS
762641,762641,x3KFS_prnotAS1.pdbqt,PR,AS1,N2,140,3KFS
762642,762642,x3KFS_prnotAS2.pdbqt,PR,AS2,N2,140,3KFS
762643,762643,x3NF6_A_IN_FBP.pdbqt,IN,FBP,N2,140,3NF6
762644,762644,x3NF6_A_IN_LEDGF.pdbqt,IN,LEDGF,N2,140,3NF6
762645,762645,x3NF6_A_IN_Y3.pdbqt,IN,Y3,N2,140,3NF6
762646,762646,x3NF6_B_IN_FBP.pdbqt,IN,FBP,N2,140,3NF6
762647,762647,x3NF6_B_IN_LEDGF.pdbqt,IN,LEDGF,N2,140,3NF6
762648,762648,x3NF6_B_IN_Y3.pdbqt,IN,Y3,N2,140,3NF6
762649,762649,x3NF6-dc.pdbqt,IN,DC,N2,140,3NF6
762650,762650,x3NF7_A_IN_FBP.pdbqt,IN,FBP,N2,140,3NF7
762651,762651,x3NF7_A_IN_LEDGF.pdbqt,IN,LEDGF,N2,140,3NF7
762652,762652,x3NF7_A_IN_Y3.pdbqt,IN,Y3,N2,140,3NF7
762653,762653,x3NF7_B_IN_FBP.pdbqt,IN,FBP,N2,140,3NF7
762654,762654,x3NF7_B_IN_LEDGF.pdbqt,IN,LEDGF,N2,140,3NF7
762655,762655,x3NF7_B_IN_Y3.pdbqt,IN,Y3,N2,140,3NF7
762656,762656,x3NF7-dc.pdbqt,IN,DC,N2,140,3NF7
762657,762657,x3NF8_A_IN_FBP.pdbqt,IN,FBP,N2,140,3NF8
762658,762658,x3NF8_A_IN_LEDGF.pdbqt,IN,LEDGF,N2,140,3NF8
762659,762659,x3NF8_A_IN_Y3.pdbqt,IN,Y3,N2,140,3NF8
762660,762660,x3NF8_B_IN_FBP.pdbqt,IN,FBP,N2,140,3NF8
762661,762661,x3NF8_B_IN_LEDGF.pdbqt,IN,LEDGF,N2,140,3NF8
762662,762662,x3NF8_B_IN_Y3.pdbqt,IN,Y3,N2,140,3NF8
762663,762663,x3NF8-dc.pdbqt,IN,DC,N2,140,3NF8
762664,762664,x3NF9_A_IN_FBP.pdbqt,IN,FBP,N2,140,3NF9
762665,762665,x3NF9_A_IN_LEDGF.pdbqt,IN,LEDGF,N2,140,3NF9
762666,762666,x3NF9_A_IN_Y3.pdbqt,IN,Y3,N2,140,3NF9
762667,762667,x3NF9_B_IN_FBP.pdbqt,IN,FBP,N2,140,3NF9
762668,762668,x3NF9_B_IN_LEDGF.pdbqt,IN,LEDGF,N2,140,3NF9
762669,762669,x3NF9_B_IN_Y3.pdbqt,IN,Y3,N2,140,3NF9
762670,762670,x3NF9-dc.pdbqt,IN,DC,N2,140,3NF9
762671,762671,x3NFA_A_IN_FBP.pdbqt,IN,FBP,N2,140,3NFA
762672,762672,x3NFA_A_IN_LEDGF.pdbqt,IN,LEDGF,N2,140,3NFA
762673,762673,x3NFA_A_IN_Y3.pdbqt,IN,Y3,N2,140,3NFA
762674,762674,x3NFA_B_IN_FBP.pdbqt,IN,FBP,N2,140,3NFA
762675,762675,x3NFA_B_IN_LEDGF.pdbqt,IN,LEDGF,N2,140,3NFA
762676,762676,x3NFA_B_IN_Y3.pdbqt,IN,Y3,N2,140,3NFA
762677,762677,x3NFA-dc.pdbqt,IN,DC,N2,140,3NFA
762678,762678,x3T11_1f1_A.pdbqt,PR,1f1,N2,140,3T11
762679,762679,x3T11_1f1_B.pdbqt,PR,1f1,N2,140,3T11
762680,762680,x3T11AprASw0c0.pdbqt,PR,AS,N2,140,3T11
762681,762681,x3T11AprASw0c1.pdbqt,PR,AS,N2,140,3T11
762682,762682,x3T11AprASw1c0.pdbqt,PR,AS,N2,140,3T11
762683,762683,x3T11AprASw1c1.pdbqt,PR,AS,N2,140,3T11
762684,762684,x3T11AprnotAS1.pdbqt,PR,AS1,N2,140,3T11
762685,762685,x3T11AprnotAS2.pdbqt,PR,AS2,N2,140,3T11
762686,762686,x3T11BprASw0c0.pdbqt,PR,AS,N2,140,3T11
762687,762687,x3T11BprASw0c1.pdbqt,PR,AS,N2,140,3T11
762688,762688,x3T11BprASw1c0.pdbqt,PR,AS,N2,140,3T11
762689,762689,x3T11BprASw1c1.pdbqt,PR,AS,N2,140,3T11
762690,762690,x3T11BprnotAS1.pdbqt,PR,AS1,N2,140,3T11
762691,762691,x3T11BprnotAS2.pdbqt,PR,AS2,N2,140,3T11
762692,762692,x3T11_disulfide_A.pdbqt,PR,disulfide,N2,140,3T11
762693,762693,x3T11_disulfide_B.pdbqt,PR,disulfide,N2,140,3T11
762694,762694,x3T11_ear_A.pdbqt,PR,ear,N2,140,3T11
762695,762695,x3T11_ear_B.pdbqt,PR,ear,N2,140,3T11
762696,762696,x3T11_exo_A.pdbqt,PR,exo,N2,140,3T11
762697,762697,x3T11_exo_B.pdbqt,PR,exo,N2,140,3T11
762698,762698,x3VQ4-dc.pdbqt,IN,DC,N2,140,3VQ4
762699,762699,x3VQ4_IN_FBP.pdbqt,IN,FBP,N2,140,3VQ4
762700,762700,x3VQ4_IN_LEDGF.pdbqt,IN,LEDGF,N2,140,3VQ4
762701,762701,x3VQ4_IN_Y3.pdbqt,IN,Y3,N2,140,3VQ4
762702,762702,x3VQ5_A_IN_FBP.pdbqt,IN,FBP,N2,140,3VQ5
762703,762703,x3VQ5_A_IN_LEDGF.pdbqt,IN,LEDGF,N2,140,3VQ5
762704,762704,x3VQ5_A_IN_Y3.pdbqt,IN,Y3,N2,140,3VQ5
762705,762705,x3VQ5-dc.pdbqt,IN,DC,N2,140,3VQ5
762706,762706,x3VQ7-dc.pdbqt,IN,DC,N2,140,3VQ7
762707,762707,x3VQ7_IN_FBP.pdbqt,IN,FBP,N2,140,3VQ7
762708,762708,x3VQ7_IN_LEDGF.pdbqt,IN,LEDGF,N2,140,3VQ7
762709,762709,x3VQ7_IN_Y3.pdbqt,IN,Y3,N2,140,3VQ7
762710,762710,x3VQ8_B_IN_FBP.pdbqt,IN,FBP,N2,140,3VQ8
762711,762711,x3VQ8_B_IN_LEDGF.pdbqt,IN,LEDGF,N2,140,3VQ8
762712,762712,x3VQ8_B_IN_Y3.pdbqt,IN,Y3,N2,140,3VQ8
762713,762713,x3VQ8-dc.pdbqt,IN,DC,N2,140,3VQ8
762714,762714,x3VQA-dc.pdbqt,IN,DC,N2,140,3VQA
762715,762715,x3VQA_IN_FBP.pdbqt,IN,FBP,N2,140,3VQA
762716,762716,x3VQA_IN_LEDGF.pdbqt,IN,LEDGF,N2,140,3VQA
762717,762717,x3VQA_IN_Y3.pdbqt,IN,Y3,N2,140,3VQA
762718,762718,x3VQD-dc.pdbqt,IN,DC,N2,140,3VQD
762719,762719,x3VQD_IN_FBP.pdbqt,IN,FBP,N2,140,3VQD
762720,762720,x3VQD_IN_LEDGF.pdbqt,IN,LEDGF,N2,140,3VQD
762721,762721,x3VQD_IN_Y3.pdbqt,IN,Y3,N2,140,3VQD
762722,762722,x3VQE_A_IN_FBP.pdbqt,IN,FBP,N2,140,3VQE
762723,762723,x3VQE_A_IN_LEDGF.pdbqt,IN,LEDGF,N2,140,3VQE
762724,762724,x3VQE_A_IN_Y3.pdbqt,IN,Y3,N2,140,3VQE
762725,762725,x3VQE-dc.pdbqt,IN,DC,N2,140,3VQE
762726,762726,x3ZCM_A_IN_FBP.pdbqt,IN,FBP,N2,140,3ZCM
762727,762727,x3ZCM_A_IN_LEDGF.pdbqt,IN,LEDGF,N2,140,3ZCM
762728,762728,x3ZCM_A_IN_Y3.pdbqt,IN,Y3,N2,140,3ZCM
762729,762729,x3ZCM-dc.pdbqt,IN,DC,N2,140,3ZCM
762730,762730,x3ZSO_B_IN_FBP.pdbqt,IN,FBP,N2,140,3ZSO
762731,762731,x3ZSO_B_IN_LEDGF.pdbqt,IN,LEDGF,N2,140,3ZSO
762732,762732,x3ZSO_B_IN_Y3.pdbqt,IN,Y3,N2,140,3ZSO
762733,762733,x3ZSO-dc.pdbqt,IN,DC,N2,140,3ZSO
762734,762734,x3ZSW_B_IN_FBP.pdbqt,IN,FBP,N2,140,3ZSW
762735,762735,x3ZSW_B_IN_LEDGF.pdbqt,IN,LEDGF,N2,140,3ZSW
762736,762736,x3ZSW_B_IN_Y3.pdbqt,IN,Y3,N2,140,3ZSW
762737,762737,x3ZSW-dc.pdbqt,IN,DC,N2,140,3ZSW
762738,762738,x3ZT1_A_IN_FBP.pdbqt,IN,FBP,N2,140,3ZT1
762739,762739,x3ZT1_A_IN_LEDGF.pdbqt,IN,LEDGF,N2,140,3ZT1
762740,762740,x3ZT1_A_IN_Y3.pdbqt,IN,Y3,N2,140,3ZT1
762741,762741,x3ZT1-dc.pdbqt,IN,DC,N2,140,3ZT1
762742,762742,x3ZT2_A_IN_FBP.pdbqt,IN,FBP,N2,140,3ZT2
762743,762743,x3ZT2_A_IN_LEDGF.pdbqt,IN,LEDGF,N2,140,3ZT2
762744,762744,x3ZT2_A_IN_Y3.pdbqt,IN,Y3,N2,140,3ZT2
762745,762745,x3ZT2-dc.pdbqt,IN,DC,N2,140,3ZT2
762746,762746,x3ZT3_A_IN_FBP.pdbqt,IN,FBP,N2,140,3ZT3
762747,762747,x3ZT3_A_IN_LEDGF.pdbqt,IN,LEDGF,N2,140,3ZT3
762748,762748,x3ZT3_A_IN_Y3.pdbqt,IN,Y3,N2,140,3ZT3
762749,762749,x3ZT3-dc.pdbqt,IN,DC,N2,140,3ZT3
762750,762750,x3ZT4_B_IN_FBP.pdbqt,IN,FBP,N2,140,3ZT4
762751,762751,x3ZT4_B_IN_LEDGF.pdbqt,IN,LEDGF,N2,140,3ZT4
762752,762752,x3ZT4_B_IN_Y3.pdbqt,IN,Y3,N2,140,3ZT4
762753,762753,x3ZT4-dc.pdbqt,IN,DC,N2,140,3ZT4
762754,762754,x4AHR_A_IN_FBP.pdbqt,IN,FBP,N2,140,4AHR
762755,762755,x4AHR_A_IN_LEDGF.pdbqt,IN,LEDGF,N2,140,4AHR
762756,762756,x4AHR_A_IN_Y3.pdbqt,IN,Y3,N2,140,4AHR
762757,762757,x4AHR-dc.pdbqt,IN,DC,N2,140,4AHR
762758,762758,x4DQG_1f1_A.pdbqt,PR,1f1,N2,140,4DQG
762759,762759,x4DQG_1f1_B.pdbqt,PR,1f1,N2,140,4DQG
762760,762760,x4DQG_disulfide_A.pdbqt,PR,disulfide,N2,140,4DQG
762761,762761,x4DQG_disulfide_B.pdbqt,PR,disulfide,N2,140,4DQG
762762,762762,x4DQG_ear_A.pdbqt,PR,ear,N2,140,4DQG
762763,762763,x4DQG_ear_B.pdbqt,PR,ear,N2,140,4DQG
762764,762764,x4DQG_exo_A.pdbqt,PR,exo,N2,140,4DQG
762765,762765,x4DQG_exo_B.pdbqt,PR,exo,N2,140,4DQG
762766,762766,x4DQG_prASw0c0.pdbqt,PR,AS,N2,140,4DQG
762767,762767,x4DQG_prASw1c0.pdbqt,PR,AS,N2,140,4DQG
762768,762768,x4DQG_prnotAS1.pdbqt,PR,AS1,N2,140,4DQG
762769,762769,x4DQG_prnotAS2.pdbqt,PR,AS2,N2,140,4DQG
762770,762770,x4E43_1f1_A.pdbqt,PR,1f1,N2,140,4E43
762771,762771,x4E43_1f1_B.pdbqt,PR,1f1,N2,140,4E43
762772,762772,x4E43AprASw0c0.pdbqt,PR,AS,N2,140,4E43
762773,762773,x4E43AprASw1c0.pdbqt,PR,AS,N2,140,4E43
762774,762774,x4E43AprnotAS1.pdbqt,PR,AS1,N2,140,4E43
762775,762775,x4E43AprnotAS2.pdbqt,PR,AS2,N2,140,4E43
762776,762776,x4E43BprASw0c0.pdbqt,PR,AS,N2,140,4E43
762777,762777,x4E43BprASw1c0.pdbqt,PR,AS,N2,140,4E43
762778,762778,x4E43BprnotAS1.pdbqt,PR,AS1,N2,140,4E43
762779,762779,x4E43BprnotAS2.pdbqt,PR,AS2,N2,140,4E43
762780,762780,x4E43_disulfide_A.pdbqt,PR,disulfide,N2,140,4E43
762781,762781,x4E43_disulfide_B.pdbqt,PR,disulfide,N2,140,4E43
762782,762782,x4E43_ear_A.pdbqt,PR,ear,N2,140,4E43
762783,762783,x4E43_ear_B.pdbqt,PR,ear,N2,140,4E43
762784,762784,x4E43_exo_A.pdbqt,PR,exo,N2,140,4E43
762785,762785,x4E43_exo_B.pdbqt,PR,exo,N2,140,4E43
762786,762786,x4GVMa-dc.pdbqt,IN,DC,N2,140,4GVM
762787,762787,x4GVMaINfbA.pdbqt,IN,FBPa,N2,140,4GVM
762788,762788,x4GVMaINfbB.pdbqt,IN,FBPb,N2,140,4GVM
762789,762789,x4GVMaINleA.pdbqt,IN,LEDGFa,N2,140,4GVM
762790,762790,x4GVMaINleB.pdbqt,IN,LEDGFb,N2,140,4GVM
762791,762791,x4GVMb-dc.pdbqt,IN,DC,N2,140,4GVM
762792,762792,x4GVMbINfbA.pdbqt,IN,FBPa,N2,140,4GVM
762793,762793,x4GVMbINfbB.pdbqt,IN,FBPb,N2,140,4GVM
762794,762794,x4GVMbINleA.pdbqt,IN,LEDGFa,N2,140,4GVM
762795,762795,x4GVMbINleB.pdbqt,IN,LEDGFb,N2,140,4GVM
762796,762796,x4GW6a-dc.pdbqt,IN,DC,N2,140,4GW6
762797,762797,x4GW6aINfbA.pdbqt,IN,FBPa,N2,140,4GW6
762798,762798,x4GW6aINfbB.pdbqt,IN,FBPb,N2,140,4GW6
762799,762799,x4GW6aINleA.pdbqt,IN,LEDGFa,N2,140,4GW6
762800,762800,x4GW6aINleB.pdbqt,IN,LEDGFb,N2,140,4GW6
762801,762801,x4GW6b-dc.pdbqt,IN,DC,N2,140,4GW6
762802,762802,x4GW6bINfbA.pdbqt,IN,FBPa,N2,140,4GW6
762803,762803,x4GW6bINfbB.pdbqt,IN,FBPb,N2,140,4GW6
762804,762804,x4GW6bINleA.pdbqt,IN,LEDGFa,N2,140,4GW6
762805,762805,x4GW6bINleB.pdbqt,IN,LEDGFb,N2,140,4GW6
762806,762806,x4i2qRTaj.pdbqt,RT,NNRTIadj,N2,140,4i2q
762807,762807,x4i2qRTal.pdbqt,RT,ALL4,N2,140,4i2q
762808,762808,x4i2qRTkn.pdbqt,RT,KNUC,N2,140,4i2q
762809,762809,x4i2qRTnb.pdbqt,RT,INUB,N2,140,4i2q
762810,762810,x4i2qRTnn.pdbqt,RT,NNRTI,N2,140,4i2q
762811,762811,x4I7G_RT_NNRTIadj.pdbqt,RT,NNRTIadj,N2,140,4I7G
762812,762812,x4I7G_RT_NNRTIadj_wNNRTI.pdbqt,RT,NNRTIadj,N2,140,4I7G
762813,762813,x4ICL_A_RT_INuB_KNUCnINuB.pdbqt,RT,InuB,N2,140,4ICL
762814,762814,x4ICL_A_T27_RT_INuB_KNUCnINuB.pdbqt,RT,InuB,N2,140,4ICL
762815,762815,x4iclRTaj.pdbqt,RT,NNRTIadj,N2,140,4icl
762816,762816,x4iclRTal.pdbqt,RT,ALL4,N2,140,4icl
762817,762817,x4iclRTkn.pdbqt,RT,KNUC,N2,140,4icl
762818,762818,x4iclRTnb.pdbqt,RT,INUB,N2,140,4icl
762819,762819,x4iclRTnn.pdbqt,RT,NNRTI,N2,140,4icl
762820,762820,x4IFY_A_RT_KNUC_KNUCnINuB.pdbqt,RT,KNUC,N2,140,4IFY
762821,762821,x4IFY_A_RT_KNUC_KNUConly.pdbqt,RT,KNUC,N2,140,4IFY
762822,762822,x4IFY_A_RT_NNRTIadj_NNRTInADJ.pdbqt,RT,NNRTIadj,N2,140,4IFY
762823,762823,x4IFY_A_RT_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,140,4IFY
762824,762824,x4IFY_A_T27_RT_KNUC_KNUCnINuB.pdbqt,RT,KNUC,N2,140,4IFY
762825,762825,x4ifyRTaj.pdbqt,RT,NNRTIadj,N2,140,4ify
762826,762826,x4ifyRTal.pdbqt,RT,ALL4,N2,140,4ify
762827,762827,x4ifyRTkn.pdbqt,RT,KNUC,N2,140,4ify
762828,762828,x4ifyRTnb.pdbqt,RT,INUB,N2,140,4ify
762829,762829,x4ifyRTnn.pdbqt,RT,NNRTI,N2,140,4ify
762830,762830,x4kfbRTaj.pdbqt,RT,NNRTIadj,N2,140,4kfb
762831,762831,x4kfbRTal.pdbqt,RT,ALL4,N2,140,4kfb
762832,762832,x4KFB_RT_INuB_KNUCnINuB.pdbqt,RT,InuB,N2,140,4KFB
762833,762833,x4kfbRTkn.pdbqt,RT,KNUC,N2,140,4kfb
762834,762834,x4KFB_RT_KNUC_KNUCnINuB.pdbqt,RT,KNUC,N2,140,4KFB
762835,762835,x4KFB_RT_KNUC_KNUConly.pdbqt,RT,KNUC,N2,140,4KFB
762836,762836,x4kfbRTnb.pdbqt,RT,INUB,N2,140,4kfb
762837,762837,x4kfbRTnn.pdbqt,RT,NNRTI,N2,140,4kfb
762838,762838,x4KFB_RT_NNRTIadj_NNRTInADJ.pdbqt,RT,NNRTIadj,N2,140,4KFB
762839,762839,x4KFB_T27_RT_INuB_KNUCnINuB.pdbqt,RT,InuB,N2,140,4KFB
762840,762840,x4KFB_T27_RT_KNUC_KNUCnINuB.pdbqt,RT,KNUC,N2,140,4KFB
762841,762841,x93-h-apa-f1628_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,140,1VRT
762842,762842,x93-h-uc1-f653_NNRTI-NNRTInADJ.pdbqt,RT,NNRTI,N2,140,1VRT
762843,762843,x95-h-uc1-f1198_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,140,1VRT
762844,762844,xapa_f1301_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,140,1VRT
762845,762845,xapa_f1598_INuB_KNUCnINuB.pdbqt,RT,INUB,N2,140,1VRT
762846,762846,xapa_f1628_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,140,1VRT
762847,762847,xapa_f1633_INuB_KNUCnINuB.pdbqt,RT,INUB,N2,140,1VRT
762848,762848,xapa_f1649_INuB_KNUCnINuB.pdbqt,RT,INUB,N2,140,1VRT
762849,762849,xapa_f1693_INuB_KNUCnINuB.pdbqt,RT,INUB,N2,140,1VRT
762850,762850,xapa_f1701_KNUC_KNUCnINuB.pdbqt,RT,KNUC,N2,140,1VRT
762851,762851,xapa_f1701_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,140,1VRT
762852,762852,xapa_f1702_KNUC_KNUConly.pdbqt,RT,KNUC,N2,140,1VRT
762853,762853,xapa_f1845_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,140,1VRT
762854,762854,xPRwC6A.pdbqt,PR,exo,N2,140,DSTT
762855,762855,xPRwC6B.pdbqt,PR,exo,N2,140,DSTT
762856,762856,xuc1_f1038_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,140,1VRT
762857,762857,xuc1_f1062_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,140,1VRT
762858,762858,xuc1_f1076_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,140,1VRT
762859,762859,xuc1_f1198_INuB_KNUCnINuB.pdbqt,RT,INUB,N2,140,1VRT
762860,762860,xuc1_f1198_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,140,1VRT
762861,762861,xuc1_f1241_INuB_KNUCnINuB.pdbqt,RT,INUB,N2,140,1VRT
762862,762862,xuc1_f128_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,140,1VRT
762863,762863,xuc1_f1452_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,140,1VRT
762864,762864,xuc1_f1781_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,140,1VRT
762865,762865,xuc1_f205_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,140,1VRT
762866,762866,xuc1_f209_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,140,1VRT
762867,762867,xuc1_f326_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,140,1VRT
762868,762868,xuc1_f455_INuB_KNUCnINuB.pdbqt,RT,INUB,N2,140,1VRT
762869,762869,xuc1_f455_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,140,1VRT
762870,762870,xuc1_f572_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,140,1VRT
762871,762871,xuc1_f63_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,140,1VRT
762872,762872,xuc1_f653_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,140,1VRT
762873,762873,xuc1_f693_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,140,1VRT
762874,762874,xuc1_f963_INuB_KNUCnINuB.pdbqt,RT,INUB,N2,140,1VRT
762875,762875,xuc1_f963_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,140,1VRT
762876,762876,xuc1_f978_NNRTI_NNRTInADJ.pdbqt,RT,NNRTI,N2,140,1VRT
762877,762878,x3NF8ledgfA0000.pdbqt,IN,LEDGF,N2,141,3NF8
762879,762880,x3NF8ledgfA0001.pdbqt,IN,LEDGF,N2,141,3NF8
762881,762882,x3NF8ledgfA0002.pdbqt,IN,LEDGF,N2,141,3NF8
762883,762884,x3NF8ledgfA0003.pdbqt,IN,LEDGF,N2,141,3NF8
762885,762886,x3NF8ledgfA0004.pdbqt,IN,LEDGF,N2,141,3NF8
762887,762888,x3NF8ledgfA0005.pdbqt,IN,LEDGF,N2,141,3NF8
762889,762890,x3NF8ledgfA0006.pdbqt,IN,LEDGF,N2,141,3NF8
762891,762892,x3NF8ledgfA0007.pdbqt,IN,LEDGF,N2,141,3NF8
